IBN KHALLIKAN’S BIOGRAPHICAL DICTIONARY.,وفيات الأعيان لابن خلِّكان
سقطمنالنسخة,"ابراهيم بن أدهم\r\nأبوإسحاق إبراهيم بن منصور بن زيد بن جابر العجلي ويقال التميمي؛ أصله من بلخ وكان من أولاد الملوك، روى عن جماعة من التابعين كأبي إسحاق السبيعي وأبي حازم وقتادة ومالك بن دينار والأعمش وأبان، واشتغل بالزهد عن الرواية وكان يكون بالكوفة ثم بالشام؛ مر به يوماً بريد وهو ينطر كرماً فقال: ناولني من هذا العنب، فقال: ما أذن لي صاحبه، فقلب السوط وجعل يقنع رأسه، فطأطأ إبراهيم رأسه وقال: اضرب رأساً طال ما قد عصىالله، قال: فانخذل ومضى.\r\nوقال شقيق البلخي: قال لي إبراهيم أخبرني عما أنت عليه، فقلت: إذا رزقت أكلت وإذا منعت صبرت، قال: هكذا تعمل كلاب بلخ عندنا. قلت له: فكيف تعمل أنت قال: إذا رزقت آثرت وإذا منعت شكرت.\r\nوكان إبراهيم في البحر وهبت ريحواضطربت السفن وبكى الناس فقيل لبعضهم: هذا إبراهيم بن أدهم لو سألته أن يدعو الله، وكان قائما في ناحية من السفينة ملفوف رأسه، فدنا إليه وقال: يا أبا إسحاق، ماترى ما فيه الناس فرفع رأسه وقال: اللهم قد أريتنا قدرتك فأرنا رحمتك، فهدأت السفن.\r\nقال رجل لبشر بن الحارث: إني أحب أن أسلك طريق إبراهيم بن أدهم، قال: لا تقوى، قال: ولم قال: لأن إبراهيم بن أدهم عمل ولم يقل وأنت قلت ولم تعمل.\r\nقال أبو سليمان الداراني: صلى إبراهيم خمس عشرة صلاة بوضوء واحد، وتوفي سنة140في الجزيرة وحمل إلى صور فدفن هناك، رحمه الله تعالى ونفعنا ببركاته، إنه على مايشاء قدير]."
THE KHATIB ABU ISHAK AL-IRAQI.,العراقي الخطيب
"Abu Ishak Ibrahim Ibn Mansur Ibn Musallam, native of Egypt and doctor of the sect of al-Shafie, known also by the name of al-Iraqi (native of Iraq), was a preacher (khatib) of the great mosque {of Amr) in Old Cairo, and a talented jurisconsult; he wrote a good commentary in ten volumes on the Muhaddab by Abu Ishak Shirazi.","أبو إسحاق إبراهيم بن منصور بن المسلم، الفقيه الشافعي المصري المعروف بالعراقي، الخطيب بجامع مصر؛ كان فقيهاً فاضلاً، وشرح كتاب المهذب، تصنيف الشيخ أبي إسحاق الشيرازي - رحمه الله تعالى - في عشرة أجزاء شرحاً جيداً"
"Though not a native of Iraq, he was called so, because he had travelled to Baghdad, and studied there for some time.","ولم يكن من العراق، وإنما سافر إلى بغداد، واشتغل بها مدة، فنسب إليها لإقامته بها تلك المدة"
سقطمنالنسخة,"وعاد إلى مصر وتولى الخطابة بجامعها العتيق والإمامة به والتصدر، ولم يزل على الخطابة والإمامة به والإفادة إلى حين وفاته ومضى على سداد وأمر جميل."
"when in that city, he took lessons in jurisprudence from Abu Bakr Muhammad Ibn al-Husain al-Ormawi, one of Abu Ishak Shirazi’s disciples, and from Abu al-Hasan Muhammad Ibn Al-Mubarak, surnamed Ibn al-Khall, native of Baghdad. In his own country, he studied jurisprudence under the kadi Abu al-Maali al-Mujalli Ibn Jumaiya (whose life shall be given later); when in Baghdad, he was called al-Misri (the Egyptian), but he got the name of al-Iraqi on his return to Egypt.","قرأ ببغداد الفقه على أبي بكر محمد بن الحسين الأرموي، وكان من أصحاب الشيخ أبي إسحاق الشيرازي، وعلى أبي الحسن محمد بن المبارك بن الخل البغدادي، وتفقه ببلده على القاضي أبي المعالي مجلي بن جميع الآتي ذكره إن شاء الله تعالى، وكان في بغداد يعرف بالمصري، فلما رجع إلى مصر قيل له: العراقي، والله أعلم."
"He is said to have related that his master, Ibn al-Khall, recited to him, in Baghdad, the following verses, but without naming their author.","وقد روي عن الخطيب أبي إسحاق المذكور أنه كان يقول: أنشدني شيخنا ابن الخل المذكور ببغداد، ولم يسم قائلاً:"
"Falsehood is rendered pleasing if clothed in gilded terms; and Truth may sometimes assume a repulsive form: in praising honey, you may say: This is the saliva of the bee; in blaming, call it: the ejection of the wasp. Describe it with such blame and praise as this, and you do not exaggerate: elegant language can make darkness appear like light.",في زخرف القول تزيين لباطله... والحق قد يعتريه سوء تعبير\r\nتقول هذا مجاج النحل تمدحه... وإن ذممت تقل قيء الزنابير\r\nمدحاً وذماً وما جاوزت وصفهما... حسن البيان يري الظلماء كالنور
"Al-Iraqi was horn at Old Cairo, A. H. five hundred and ten; (A. D. one thousand one hundred and sixteen); he died in that city on Thursday, the twenty-first of the first Jumada, A. H. five hundred and ninety six, (A. D. one thousand and two hundred), and was buried at the foot of mount Mukattam.","وكانت ولادته بمصر، سنة عشر وخمسمائة، وتوفي يوم الخميس الحادي والعشرين من جمادى الأولى، سنة ست وتسعين وخمسمائة بمصر، ودفن بسفح المقطم، رحمة الله تعالى."
"He had a son of great talent and merit, named Abu Muhammed Abd al-Hukm, who became preacher of the mosque on the death of his father, and composed some good sermons and pleasing poetry.","وكان له ولد فاضل، نبيل القدر، اسمه أبو محمد عبد الحكم، ولي الخطابة بجامع مصر بعد وفاة والده، وكانت له خطب جيدة، وشعر لطيف."
"of which the following verses may be cited; they were written on Imad al-din Ibn Jibril, commonly called Ibn Akhi al-Elm, chief of the treasury-office in Cairo, who had shattered his hand by a fall.","فمن شعره في العماد ابن جبريل، المعروف بابن أخي العلم - وكان صاحب ديوان بيت المال بمصر، وكان قد وقع فانكسرت يده - "
"Imad Ibn Jibril has a hand which bears an evil mark; though given to thieving, it had as yet escaped a tardy amputation; but a fracture has happened to it now which will not be readily healed.",قوله: إن العماد بن جبريل أخي علمٍ... له يد أصبحت مذمومة الأُثر\r\nتأخر القطع عنها وهي سارقة... فجاءها الكسر يستقصي عن الخبر
"He wrote other verses in the same style of originality as the preceding, which I have, however, since met with in the poetical works of Jaafar Ibn Shams al-Khilafa (whose life shall be given later); so that I cannot decide to which author they belong.","وله غير ذلك أشعار نادرة، ثم وجدت هذين البيتين في ديوان جعفر بن شمس الخلافة الآتي ذكره؛ والله أعلم."
"Abd al-Hukm composed the following verses on a man condemned to death (for murder), and who was shot dead by the person authorized to take blood-revenge; the arrow striking him in the heart.","ومن شعر عبد الحكم المذكور في رجل وجب عليه القتل، فرماه المستوفي للقصاص بسهم فأصاب كبده فقتله، "
